"P001001","P006001","P006002","P006003","P006005","P006008","P007010","H011001","H011002","H011003","H011004","H011006","H011009","P148B009","P148D017","PCT038016","PCT038017","PCT038018","PCT038019","NAME","state","county",
"37238","37238","35832","87","221","606","395","14762","10854","10604","7","37","123","0","14","46","33","24","55","Howell County","29","091",
"10697","10697","10319","162","12","141","53","4197","3186","3111","26","6","35","0","2","23","5","5","6","Iron County","29","093",
"654880","654880","459002","150202","8646","16530","34925","266294","167435","133679","27455","1191","2316","1396","388","3965","1520","1295","1192","Jackson County","29","095",
"104686","104686","96880","1391","598","2493","3891","41412","27736","26550","229","70","399","6","7","337","81","90","116","Jasper County","29","097",
"198099","198099","193073","1296","745","1995","1792","71499","59615","58490","217","124","466","8","23","1366","455","260","133","Jefferson County","29","099",
"48258","48258","43507","1918","586","1129","1477","17410","10709","10178","226","86","120","57","37","144","56","58","26","Johnson County","29","101",
"4361","4361","4301","13","12","33","16","1791","1380","1366","0","7","7","0","0","6","0","0","0","Knox County","29","103",
"32513","32513","31483","97","35","454","459","12760","9287","9075","10","0","133","0","0","85","43","7","43","Laclede County","29","105",
"32960","32960","31431","712","66","543","328","12569","9478","9088","200","6","145","15","4","181","43","22","31","Lafayette County","29","107",
"35204","35204","33665","44","44","505","1238","13568","10077","9829","0","3","88","0","4","54","40","13","28","Lawrence County","29","109",
"10494","10494","10045","252","27","127","35","3956","3027","2917","82","0","19","0","0","27","0","17","9","Lewis County","29","111",
"38944","38944","37331","765","39","479","370","13851","11188","10893","152","2","74","8","0","235","73","15","14","Lincoln County","29","113",
"13754","13754","13452","119","26","90","98","5697","4388","4337","17","4","13","0","0","30","7","1","0","Linn County","29","115",
"14558","14558","13975","338","23","144","68","5736","4059","4008","17","0","7","0","0","59","36","15","25","Livingston County","29","117",
"21681","21681","19305","22","53","851","2047","8113","5802","5440","2","5","160","2","0","56","11","0","8","McDonald County","29","119",
"15762","15762","15212","360","23","88","75","6501","4934","4804","89","5","23","0","0","53","2","12","25","Macon County","29","121",
"11800","11800","11519","16","62","154","42","4711","3581","3485","6","28","54","0","12","29","12","10","0","Madison County","29","123",
"8903","8903","8680","15","0","174","73","3519","2868","2803","5","0","50","0","0","41","0","0","5","Maries County","29","125",
"28289","28289","26536","1190","19","396","268","11066","7790","7451","225","0","95","6","0","78","31","29","6","Marion County","29","127",
"3757","3757","3736","0","5","13","7","1600","1229","1217","0","4","5","0","0","0","10","2","0","Mercer County","29","129",
"23564","23564","22925","53","85","317","252","9284","6961","6850","7","10","42","0","0","41","11","30","13","Miller County","29","131",
"13427","13427","10396","2833","51","73","41","5383","3420","2986","378","17","26","18","0","18","6","10","12","Mississippi County","29","133",
"14827","14827","13912","492","54","134","393","5259","4084","4016","12","2","26","0","5","39","12","16","11","Moniteau County","29","135",
"9311","9311","8818","382","30","24","27","3656","2869","2757","97","5","4","0","0","13","8","3","1","Monroe County","29","137",
"12136","12136","11636","196","96","159","134","4775","3760","3686","40","17","14","0","0","17","9","4","0","Montgomery County","29","139",
"19309","19309","18759","96","20","306","181","7850","6506","6358","22","5","90","0","0","37","12","22","11","Morgan County","29","141",
"19760","19760","16427","3103","12","149","151","7824","5171","4676","463","6","19","10","0","36","14","5","8","New Madrid County","29","143",
"52636","52636","49095","282","177","1206","996","20140","15431","14845","43","30","237","0","6","189","85","48","137","Newton County","29","145",
"21912","21912","21206","311","200","137","101","8138","5189","5143","0","23","10","0","27","45","47","0","38","Nodaway County","29","147",
"10344","10344","9787","9","8","342","102","4263","3336","3170","0","0","105","0","0","17","11","5","10","Oregon County","29","149",
"13062","13062","12889","10","18","80","35","4922","4086","4064","2","0","9","0","2","56","15","2","3","Osage County","29","151",
"9542","9542","9259","5","12","165","110","3950","3222","3146","0","2","45","0","0","3","2","0","21","Ozark County","29","153",
"20047","20047","14323","5468","40","128","307","7855","4585","3830","726","11","8","0","0","42","0","15","6","Pemiscot County","29","155",
"18132","18132","17685","30","125","184","181","6904","5519","5466","6","6","34","0","5","22","8","17","13","Perry County","29","157",
"39403","39403","36356","1260","145","685","1367","15568","11284","10848","249","20","80","19","18","125","48","34","28","Pettis County","29","159",
"39825","39825","37063","696","836","693","490","15683","10289","10002","78","78","80","27","86","165","68","56","32","Phelps County","29","161",
"18351","18351","16272","1532","119","261","300","6451","4778","4545","184","15","24","5","13","42","13","7","4","Pike County","29","163",
"73781","73781","67355","2395","1115","1540","2212","29278","19744","18795","259","232","264","49","45","831","539","343","222","Platte County","29","165",
"26992","26992","26338","92","112","231","376","9917","7236","7131","6","4","58","0","6","56","47","2","0","Polk County","29","167",
"41165","41165","32288","4928","917","1299","2465","13433","7789","7044","439","63","104","47","18","177","10","10","31","Pulaski County","29","169",
"5223","5223","5154","3","6","48","35","2228","1719","1699","0","2","9","0","0","0","0","0","0","Putnam County","29","171",
"9626","9626","9443","86","19","52","47","3736","3073","3015","32","6","12","3","0","61","2","5","0","Ralls County","29","173",
"24663","24663","22294","1543","168","455","266","9199","6621","6327","175","20","69","12","0","69","5","14","3","Randolph County","29","175",
"23354","23354","22589","290","22","242","289","8743","6948","6780","43","7","61","0","0","123","34","10","26","Ray County","29","177",
"6689","6689","6348","43","15","122","66","2721","2099","2000","0","2","49","0","1","7","5","0","0","Reynolds County","29","179",
"13509","13509","13190","9","54","81","139","5416","4225","4124","0","15","28","0","4","8","0","9","0","Ripley County","29","181",
"283883","283883","269113","6674","2392","3592","4519","101663","83347","80768","1277","468","498","113","150","3627","1718","1144","654","St. Charles County","29","183",
"9652","9652","9380","11","27","112","149","4040","3210","3139","7","6","24","0","0","14","2","0","9","St. Clair County","29","185",
"17842","17842","17471","149","7","126","140","6586","5423","5352","29","0","23","11","0","68","23","7","0","Ste. Genevieve County","29","186",
"55641","55641","53414","1169","263","521","379","20793","15219","15045","17","27","104","0","10","138","37","36","55","St. Francois County","29","187",
"1016315","1016315","781316","192348","21534","14180","14517","404312","299789","252192","40561","3970","1983","2367","2404","11174","5866","5715","6350","St. Louis County","29","189",
"23756","23756","21469","1136","123","515","1000","9015","6233","5933","179","15","62","5","0","63","27","15","21","Saline County","29","195",
"4170","4170","4122","0","2","23","10","1725","1298","1278","0","2","15","0","0","2","4","2","6","Schuyler County","29","197",
"4983","4983","4945","0","8","15","74","1902","1459","1459","0","0","0","0","0","0","16","8","6","Scotland County","29","199",
"40422","40422","35561","4239","99","329","381","15626","10832","10295","420","23","67","0","7","88","48","20","42","Scott County","29","201",
"8324","8324","8014","16","4","134","49","3319","2645","2543","4","0","42","0","0","16","2","0","8","Shannon County","29","203",
"6799","6799","6676","50","11","24","28","2745","2061","2034","16","4","4","0","0","33","0","4","4","Shelby County","29","205",
"29705","29705","28781","304","101","359","164","12064","8723","8561","55","5","80","0","4","67","24","29","25","Stoddard County","29","207",
"28658","28658","27957","15","72","399","199","11822","9594","9448","2","9","84","0","0","44","16","12","33","Stone County","29","209",
"7219","7219","6877","13","5","36","631","2925","2097","2070","1","4","2","0","0","14","8","3","4","Sullivan County","29","211",
"39703","39703","38057","99","274","640","774","16158","11127","10894","0","35","119","15","3","110","58","27","56","Taney County","29","213",
"23003","23003","22056","98","50","519","242","9378","7185","6986","6","5","127","0","2","37","17","12","25","Texas County","29","215",
"20454","20454","19895","73","76","211","171","7966","5759","5612","10","24","47","0","0","44","36","19","9","Vernon County","29","217",
"24525","24525","23445","589","15","287","350","9185","7633","7406","138","0","59","13","0","132","24","25","40","Warren County","29","219",
"23344","23344","22280","552","108","231","189","8406","6715","6618","10","25","33","0","0","19","5","12","2","Washington County","29","221",
"13259","13259","12940","10","15","188","38","5551","4340","4253","0","0","52","0","2","23","2","0","17","Wayne County","29","223",
"31045","31045","29861","312","73","512","364","11073","8635","8435","4","6","131","0","3","84","22","13","4","Webster County","29","225",
"2382","2382","2352","2","0","17","4","1009","775","769","0","0","2","0","0","3","0","0","0","Worth County","29","227",
"17955","17955","17439","68","9","230","214","7081","5178","5086","9","2","49","0","0","46","30","20","8","Wright County","29","229",
"348189","348189","152400","177627","7075","7210","6745","147076","68917","41046","25664","892","878","1008","386","773","403","213","203","St. Louis city","29","510",
"9202","9202","8809","18","0","128","213","3684","2345","2283","0","0","26","0","0","48","13","0","2","Beaverhead County","30","001",
"12671","12671","4651","3","75","296","518","3924","2545","1339","0","18","50","0","10","26","3","6","1","Big Horn County","30","003",
"7009","7009","3704","7","14","128","112","2501","1526","1071","0","0","13","0","0","12","2","3","3","Blaine County","30","005",
"4385","4385","4237","8","5","80","58","1752","1390","1361","2","0","13","0","5","0","10","0","0","Broadwater County","30","007",
"9552","9552","9328","7","33","87","117","4065","3015","2963","1","8","35","0","2","20","5","3","7","Carbon County","30","009",
"1360","1360","1341","4","4","8","0","543","405","405","0","0","0","0","0","2","2","0","0","Carter County","30","011",
"80357","80357","72801","882","498","2315","1984","32547","21111","20407","90","40","228","18","22","210","124","91","105","Cascade County","30","013",
"5970","5970","5034","3","19","58","38","2226","1528","1505","0","4","8","0","0","9","4","7","0","Chouteau County","30","015",
"11696","11696","11229","6","27","155","150","4768","3341","3246","0","18","21","0","3","53","18","5","0","Custer County","30","017",
"2017","2017","1945","0","5","30","39","892","695","687","0","2","2","0","0","6","2","3","0","Daniels County","30","019",
"9059","9059","8865","46","5","54","69","3625","2683","2660","0","0","12","0","0","16","10","0","16","Dawson County","30","021",
"9417","9417","9017","13","22","192","177","3995","2952","2869","0","7","45","0","0","15","5","0","5","Deer Lodge County","30","023",
"2837","2837","2805","9","2","7","17","1140","881","877","2","0","2","2","0","4","4","0","6","Fallon County","30","025",
"11893","11893","11540","48","10","115","107","4860","3582","3542","7","0","7","0","0","31","5","6","15","Fergus County","30","027",
"74471","74471","71574","70","251","1115","1114","29588","21682","21084","15","54","224","0","10","254","146","94","150","Flathead County","30","029",
"67831","67831","65121","127","693","926","1213","26323","16435","16199","13","43","93","2","51","404","159","160","134","Gallatin County","30","031",
"1279","1279","1270","3","0","3","6","532","390","390","0","0","0","0","0","2","3","0","0","Garfield County","30","033",
"13247","13247","4758","9","40","571","128","4304","2667","1308","0","7","114","0","0","18","17","21","0","Glacier County","30","035",
"1042","1042","1036","0","0","0","9","365","283","280","0","0","0","0","0","0","1","0","0","Golden Valley County","30","037",
"2830","2830","2670","0","6","60","32","1200","888","873","0","1","0","0","0","4","1","2","5","Granite County","30","039",
"16673","16673","13220","8","55","525","155","6457","4161","3779","3","0","48","0","7","57","21","27","8","Hill County","30","041",
"10049","10049","9672","20","43","154","148","3747","3116","3046","0","2","35","0","0","47","33","19","11","Jefferson County","30","043",
"2329","2329","2297","2","2","16","23","951","734","734","0","0","0","0","0","6","8","6","0","Judith Basin County","30","045",
"26507","26507","19137","22","147","946","643","10192","7284","5795","0","26","215","1","0","51","0","48","37","Lake County","30","047",
"55716","55716","52881","107","195","1147","848","22850","15984","15503","29","30","165","16","8","299","99","105","57","Lewis and Clark County","30","049",
"2158","2158","2140","1","8","5","2","833","599","599","0","0","0","0","0","7","0","2","0","Liberty County","30","051",
"18837","18837","18068","9","30","359","215","7764","5941","5728","5","5","119","5","0","15","16","0","0","Lincoln County","30","053",
"1977","1977","1903","11","2","30","24","810","629","612","2","2","4","0","0","4","2","2","0","McCone County","30","055",
"6851","6851","6604","7","23","144","104","2956","2080","2061","0","4","7","0","0","11","2","0","3","Madison County","30","057",
"1932","1932","1896","0","2","11","31","803","588","580","0","0","2","0","0","7","0","0","0","Meagher County","30","059",
"3884","3884","3706","2","22","76","69","1584","1156","1132","0","2","12","0","0","12","0","2","5","Mineral County","30","061",
"95802","95802","90060","169","919","1823","1728","38439","23793","23058","19","129","248","9","27","340","181","125","177","Missoula County","30","063",
"4497","4497","4351","0","8","55","76","1878","1445","1428","0","0","10","0","0","0","0","2","0","Musselshell County","30","065",
"15694","15694","15315","53","55","141","308","6828","4534","4479","9","9","18","0","4","29","32","22","11","Park County","30","067",
"493","493","488","0","0","0","7","211","157","157","0","0","0","0","0","0","0","2","3","Petroleum County","30","069",
"4601","4601","4086","4","34","96","24","1848","1302","1193","0","10","18","0","0","2","6","0","0","Phillips County","30","071",
"6424","6424","5371","16","16","126","40","2410","1692","1556","5","7","10","0","0","30","20","2","7","Pondera County","30","073",
"1858","1858","1809","2","5","0","15","737","537","528","0","0","0","0","0","4","2","3","2","Powder River County","30","075",
"7180","7180","6662","24","20","149","136","2422","1728","1652","0","8","28","15","0","2","0","2","7","Powell County","30","077",
"1199","1199","1182","0","2","4","4","537","417","415","0","0","2","0","0","0","0","2","0","Prairie County","30","079",
"36070","36070","35031","8","78","472","642","14289","10815","10578","1","7","91","1","0","102","60","51","36","Ravalli County","30","081",
"9667","9667","9316","6","0","133","208","3878","2803","2762","0","0","29","0","0","19","7","5","12","Richland County","30","083",
"10620","10620","4440","8","74","251","78","3581","2340","1443","0","32","62","0","0","18","9","6","0","Roosevelt County","30","085",
"9383","9383","6052","0","50","246","196","3307","2223","1814","0","8","20","0","0","46","8","3","21","Rosebud County","30","087",
"10227","10227","9378","24","52","292","164","4273","3269","3056","0","13","59","0","0","22","9","0","14","Sanders County","30","089",
"4105","4105","3908","2","7","87","72","1741","1395","1355","0","0","17","0","0","10","14","3","0","Sheridan County","30","091",
"34606","34606","33189","67","78","410","1117","14432","10154","9976","7","11","62","0","0","129","47","69","41","Silver Bow County","30","093",
"8195","8195","7892","9","15","145","165","3234","2457","2409","2","0","14","0","0","24","15","3","7","Stillwater County","30","095",
"3609","3609","3520","3","17","45","54","1476","1094","1079","0","2","6","0","0","7","6","7","2","Sweet Grass County","30","097",
"6445","6445","6221","7","8","87","78","2538","1920","1889","0","2","7","0","3","18","4","9","8","Teton County","30","099",
"5267","5267","4948","8","5","125","34","1962","1402","1377","0","0","13","0","0","14","4","9","2","Toole County","30","101",
"861","861","830","2","3","9","23","357","255","250","0","0","2","0","0","0","4","0","0","Treasure County","30","103",
"7675","7675","6815","7","11","168","118","3150","2391","2219","4","2","44","0","0","21","18","6","3","Valley County","30","105",
"2259","2259","2190","2","0","51","15","853","616","607","0","0","6","0","0","3","0","1","0","Wheatland County","30","107",
"1068","1068","1046","0","2","6","13","421","308","304","0","0","2","0","0","0","0","0","0","Wibaux County","30","109",
"129352","129352","120245","486","666","2444","4812","52084","36037","34829","76","113","319","46","39","583","322","268","296","Yellowstone County","30","111",
"31151","31151","29308","183","641","281","1292","12141","8115","7940","3","44","64","0","13","113","32","22","40","Adams County","31","001",
"7452","7452","7380","5","7","19","37","2953","2257","2251","0","0","4","0","0","25","0","2","5","Antelope County","31","003",
"444","444","439","0","0","0","7","185","118","118","0","0","0","0","0","0","0","0","0","Arthur County","31","005",
"819","819","804","2","0","8","16","311","201","198","0","0","3","0","0","0","2","2","0","Banner County","31","007",
"583","583","581","0","0","2","0","238","155","155","0","0","0","0","0","0","0","0","0","Blaine County","31","009",
"6259","6259","6196","0","8","29","59","2454","1845","1837","0","2","4","0","0","12","12","11","2","Boone County","31","011",
"12158","12158","11135","49","60","230","950","4780","3353","3209","31","7","7","0","0","39","18","11","11","Box Butte County","31","013",
"2438","2438","2414","0","6","18","0","1014","815","810","0","2","3","0","0","7","0","0","2","Boyd County","31","015",
"3525","3525","3489","0","1","12","28","1530","1138","1132","0","0","4","0","0","6","2","2","6","Brown County","31","017",
"42259","42259","40198","206","183","483","1950","15930","10124","9880","9","22","35","11","0","168","111","63","50","Buffalo County","31","019",
"7791","7791","7627","4","5","40","107","3155","2394","2367","0","0","8","0","0","7","12","4","4","Burt County","31","021",
"8767","8767","8637","4","20","48","96","3426","2586","2577","0","3","6","0","0","24","11","11","5","Butler County","31","023",
"24334","24334","23844","46","74","151","460","9161","7301","7229","10","10","19","3","4","155","37","54","31","Cass County","31","025",
"9615","9615","9527","4","2","47","48","3623","2908","2900","0","0","4","0","0","21","12","16","8","Cedar County","31","027",
"4068","4068","4021","9","2","16","118","1662","1282","1273","0","0","2","0","0","12","9","9","3","Chase County","31","029",
"6148","6148","5774","9","25","133","22","2508","1559","1514","0","11","17","0","0","27","2","6","9","Cherry County","31","031",
"9830","9830","9511","0","13","102","450","4071","2962","2927","0","0","6","0","6","63","22","17","23","Cheyenne County","31","033",
"7039","7039","6853","12","28","20","243","2756","2145","2122","1","2","2","0","0","26","14","0","3","Clay County","31","035",
"10441","10441","8565","0","11","281","2773","3682","2776","2591","0","2","25","0","0","17","17","8","7","Colfax County","31","037",
"10203","10203","9781","9","13","40","524","3945","2822","2769","0","0","9","0","0","6","5","13","12","Cuming County","31","039",
"11793","11793","11595","2","6","46","174","4826","3533","3503","0","0","10","0","0","20","8","10","17","Custer County","31","041",
"20253","20253","16098","94","501","522","4573","7095","4786","4218","0","112","56","0","4","83","21","6","7","Dakota County","31","043",
"9060","9060","8481","90","24","157","306","3512","2200","2128","0","10","19","0","0","40","0","5","8","Dawes County","31","045",
"24365","24365","20136","95","122","335","6114","8824","6093","5580","6","20","43","0","0","54","26","19","45","Dawson County","31","047",
"2098","2098","2043","2","13","12","56","908","708","688","0","4","6","0","3","5","4","4","0","Deuel County","31","049",
"6339","6339","5984","0","13","64","360","2413","1841","1814","0","2","10","0","0","7","9","5","2","Dixon County","31","051",
"36160","36160","34662","260","91","254","1392","14433","9802","9639","12","13","25","0","0","111","58","42","31","Dodge County","31","053",
"463585","463585","375016","52214","7912","8913","30990","182194","115199","103591","7889","858","844","380","477","4251","1892","1551","2025","Douglas County","31","055",
"2292","2292","2238","0","27","19","46","961","696","682","0","4","8","0","3","11","5","5","0","Dundy County","31","057",
"6634","6634","6480","2","10","46","76","2689","2008","2001","0","3","0","0","0","16","1","3","4","Fillmore County","31","059",
"3574","3574","3545","0","1","16","23","1485","1208","1204","0","2","2","0","0","10","2","6","4","Franklin County","31","061",
"3099","3099","3026","3","12","25","35","1192","870","859","2","0","5","0","0","11","3","2","2","Frontier County","31","063",
"5324","5324","5227","5","9","58","33","2278","1746","1726","0","2","7","0","0","13","11","4","0","Furnas County","31","065",
"22993","22993","22472","164","48","153","176","9316","6648","6598","6","16","5","0","0","77","43","8","18","Gage County","31","067",
"2292","2292","2237","0","14","12","41","1020","722","716","0","0","2","0","0","4","2","0","2","Garden County","31","069",
"1902","1902","1886","0","2","9","20","813","590","590","0","0","0","0","0","7","2","0","0","Garfield County","31","071",
"2143","2143","2117","0","4","4","38","863","652","652","0","0","0","0","0","6","3","6","4","Gosper County","31","073",
"747","747","742","0","0","0","11","292","198","198","0","0","0","0","0","0","0","2","0","Grant County","31","075",
"2714","2714","2687","8","3","2","16","1077","844","840","2","0","2","0","0","2","0","0","0","Greeley County","31","077",
"53534","53534","47435","263","544","629","7466","20356","13406","12768","7","89","118","0","24","221","119","66","68","Hall County","31","079",
"9403","9403","9324","19","1","32","66","3503","2634","2628","0","0","6","0","0","36","7","14","14","Hamilton County","31","081",
"3786","3786","3735","23","2","14","21","1597","1280","1273","5","0","0","0","0","5","3","0","0","Harlan County","31","083",
"1068","1068","1034","0","0","6","29","430","309","307","0","0","2","0","0","2","0","0","0","Hayes County","31","085",
"3111","3111","3045","3","4","19","83","1287","1004","999","0","0","3","0","0","9","0","2","0","Hitchcock County","31","087",
"11551","11551","11434","2","10","19","72","4608","3387","3371","0","0","5","0","0","23","14","12","22","Holt County","31","089",
"783","783","766","0","0","11","7","335","248","240","0","0","6","0","0","1","0","3","4","Hooker County","31","091",
"6567","6567","6490","9","11","16","67","2546","1965","1955","0","3","4","0","0","24","10","3","2","Howard County","31","093",
"8333","8333","8210","3","2","57","74","3527","2671","2664","0","0","2","0","0","26","21","8","19","Jefferson County","31","095",
"4488","4488","4160","2","114","71","158","1887","1415","1374","0","17","5","0","2","13","6","2","4","Johnson County","31","097",
"6882","6882","6668","25","23","43","201","2643","1957","1931","0","0","2","0","0","24","14","0","0","Kearney County","31","099",
"8875","8875","8568","0","45","103","388","3707","2709","2645","0","17","30","0","0","29","6","9","13","Keith County","31","101",
"983","983","978","0","0","5","24","409","292","292","0","0","0","0","0","0","0","0","0","Keya Paha County","31","103",
"4089","4089","3932","4","15","71","131","1727","1321","1290","0","4","6","0","0","12","0","7","0","Kimball County","31","105",
"9374","9374","8624","4","38","86","73","3811","2856","2782","0","5","16","0","2","11","9","0","2","Knox County","31","107",
"250291","250291","225390","7005","6700","4732","8532","99187","59967","57804","534","788","331","132","261","1706","741","517","458","Lancaster County","31","109",
"34632","34632","32905","243","83","437","1749","14076","9743","9522","25","22","34","8","11","187","54","49","25","Lincoln County","31","111",
"774","774","747","0","0","8","13","316","226","224","0","0","2","0","0","3","0","0","0","Logan County","31","113",
"712","712","709","0","3","0","11","289","224","224","0","0","0","0","0","0","0","0","0","Loup County","31","115",
"533","533","521","0","0","2","0","202","136","136","0","0","0","0","0","0","0","0","0","McPherson County","31","117",
"35226","35226","32227","295","208","375","3027","13436","8838","8553","6","25","42","0","10","135","46","30","32","Madison County","31","119",
"8204","8204","8103","7","28","27","158","3209","2384","2370","2","4","4","0","0","12","2","3","4","Merrick County","31","121",
"5440","5440","5069","9","7","107","576","2138","1527","1461","3","0","12","0","0","9","9","3","2","Morrill County","31","123",
"4038","4038","3984","0","8","37","49","1577","1179","1166","0","2","6","0","0","4","2","9","5","Nance County","31","125",
"7576","7576","7451","20","48","30","36","3047","2209","2195","6","2","2","0","4","25","9","18","8","Nemaha County","31","127",
"5057","5057","4991","3","9","18","30","2218","1774","1768","0","0","0","0","0","2","9","0","9","Nuckolls County","31","129",
"15396","15396","14966","38","36","106","332","6060","4487","4417","15","0","21","0","4","75","22","30","21","Otoe County","31","131",
"3087","3087","3062","0","3","9","6","1339","1084","1078","0","0","2","0","0","8","0","0","1","Pawnee County","31","133",
"3200","3200","3129","3","6","15","72","1275","964","954","0","0","2","0","0","10","6","5","12","Perkins County","31","135",
"9747","9747","9471","17","24","67","242","3844","2815","2794","0","6","7","0","0","74","14","4","13","Phelps County","31","137",
"7857","7857","7717","8","18","68","70","2979","2317","2307","0","2","6","0","0","25","2","18","4","Pierce County","31","139",
"31662","31662","29981","105","129","356","2010","12076","8850","8648","2","9","38","0","8","131","71","32","36","Platte County","31","141",
"5639","5639","5601","2","0","20","40","2259","1737","1733","0","0","2","0","0","17","5","10","1","Polk County","31","143",
"11448","11448","11259","24","2","91","259","4710","3327","3303","0","0","3","0","0","59","2","7","12","Red Willow County","31","145",
"9531","9531","9140","17","83","150","42","3993","2984","2905","2","13","24","0","3","12","5","0","7","Richardson County","31","147",
"1756","1756","1717","0","5","8","11","763","558","554","0","2","0","0","0","1","0","2","0","Rock County","31","149",
"13843","13843","12929","49","158","89","879","5188","3673","3619","0","25","8","0","0","41","14","5","6","Saline County","31","151",
"122595","122595","109626","5310","2230","2789","5227","43426","30058","28300","939","320","213","158","53","1209","504","356","240","Sarpy County","31","153",
"19830","19830","19496","13","99","128","185","7498","5965","5925","0","2","29","0","2","116","42","17","18","Saunders County","31","155",
"36951","36951","32230","122","149","807","6364","14887","9855","9194","6","40","115","0","6","146","60","27","51","Scotts Bluff County","31","157",
"16496","16496","16162","54","83","84","182","6013","4328","4288","11","15","10","0","0","83","41","32","18","Seward County","31","159",
"6198","6198","5511","5","20","113","103","2549","1783","1710","0","1","18","0","0","6","8","4","0","Sheridan County","31","161",
"3318","3318","3264","2","11","23","31","1394","1123","1115","0","0","8","0","0","0","0","0","0","Sherman County","31","163",
"1475","1475","1440","0","7","12","27","605","404","400","0","0","2","0","0","6","0","4","0","Sioux County","31","165",
"6455","6455","6277","4","20","62","105","2297","1839","1826","0","0","0","0","0","16","11","3","3","Stanton County","31","167",
"6055","6055","5996","1","0","22","57","2541","2032","2025","0","0","0","0","0","13","9","6","3","Thayer County","31","169",
"729","729","719","0","0","0","15","325","239","239","0","0","0","0","0","0","0","0","0","Thomas County","31","171",
"7171","7171","3294","40","33","146","154","2255","1372","999","0","8","18","0","1","9","5","0","6","Thurston County","31","173",
"4647","4647","4582","0","5","24","52","1965","1490","1487","0","0","0","0","0","8","10","7","4","Valley County","31","175",
"18780","18780","18353","64","77","97","248","6940","5367","5307","17","15","2","7","0","187","85","35","44","Washington County","31","177",
"9851","9851","9596","40","30","44","173","3437","2228","2206","0","0","15","0","0","49","15","10","12","Wayne County","31","179",
"4061","4061","3978","2","30","39","20","1708","1337","1324","0","7","6","0","4","5","3","1","2","Webster County","31","181",
"886","886","870","2","0","2","7","352","247","245","0","0","2","0","0","5","0","0","0","Wheeler County","31","183",
"14598","14598","14165","93","54","99","258","5722","3982","3968","2","0","6","0","0","28","15","24","13","York County","31","185",
"23982","23982","20138","241","723","766","2053","8912","5860","5256","51","100","80","9","6","102","48","10","54","Churchill County","32","001",
"1375765","1375765","986202","122836","71495","59997","301830","512253","302842","248308","18178","13788","7393","1358","1353","8755","3611","2922","3543","Clark County","32","003",
"41259","41259","38025","145","443","945","3031","16401","12174","11678","26","77","130","0","10","311","115","77","136","Douglas County","32","005",
"45291","45291","37240","294","331","1279","8917","15638","10915","9388","20","86","262","0","4","352","99","80","35","Elko County","32","007",
"971","971","796","0","1","58","87","455","302","253","0","3","17","0","0","0","0","0","0","Esmeralda County","32","009",
"1651","1651","1478","4","26","55","130","666","493","473","0","3","7","0","0","15","5","0","3","Eureka County","32","011",
"16106","16106","13367","106","57","548","3065","5733","4186","3650","15","0","84","0","0","104","64","14","48","Humboldt County","32","013",
"5794","5794","4849","0","17","173","1086","2093","1614","1384","0","2","43","0","0","20","15","0","0","Lander County","32","015",
"4165","4165","3838","77","32","82","207","1540","1150","1110","8","0","11","0","3","8","2","0","0","Lincoln County","32","017",
"34501","34501","30535","121","196","1377","3814","13007","9867","9104","38","36","289","0","0","83","69","33","59","Lyon County","32","019",
"5071","5071","3795","218","15","171","429","2197","1597","1261","65","2","13","0","2","5","0","0","0","Mineral County","32","021",
"32485","32485","29153","309","235","1042","2686","13309","10162","9463","82","23","243","10","0","160","30","0","43","Nye County","32","023",
"6693","6693","5208","333","41","198","1296","1962","1362","1134","2","0","30","0","0","10","0","0","7","Pershing County","32","027",
"3399","3399","3160","0","49","79","166","1462","1165","1095","0","15","24","0","0","13","23","0","0","Storey County","32","029",
"339486","339486","272622","6581","14327","12827","56304","132084","78318","70277","933","2227","1568","209","319","2654","1028","894","1257","Washoe County","32","031",
"9181","9181","7952","419","63","146","979","3282","2511","2290","10","9","69","0","0","40","6","6","0","White Pine County","32","033",
"52457","52457","44725","806","1070","1428","7459","20171","12727","11796","13","191","167","0","54","293","75","126","75","Carson City","32","510",
"56325","56325","54685","138","347","805","366","22459","16640","16329","13","61","150","0","18","340","100","107","164","Belknap County","33","001",
"43666","43666","42911","34","137","379","212","18351","14266","14159","5","18","42","4","5","193","91","76","86","Carroll County","33","003",
"73825","73825","72216","190","486","597","464","28299","20057","19826","23","55","115","0","9","310","176","136","94","Cheshire County","33","005",
"33111","33111","32528","28","89","369","172","13961","9925","9797","8","10","85","0","2","79","39","20","13","Coos County","33","007",
"81743","81743","78213","470","1251","1197","954","31598","21687","21268","61","124","156","32","69","416","239","252","229","Grafton County","33","009",
"380841","380841","357571","4875","7366","5207","11744","144455","93820","91451","531","873","642","131","483","4726","2184","1872","1461","Hillsborough County","33","011",
"136225","136225","132079","904","1134","1597","1077","51843","36048","35555","97","107","207","25","54","1208","578","423","392","Merrimack County","33","013",
"277359","277359","268507","1546","2946","2623","3503","104529","78999","77508","351","441","448","67","101","3694","1923","1578","1347","Rockingham County","33","015",
"112233","112233","108051","702","1477","1474","1244","42581","27426","26877","95","172","178","52","106","877","298","243","146","Strafford County","33","017",
"40458","40458","39687","97","189","326","174","16530","11915","11826","2","23","42","0","9","162","67","59","60","Sullivan County","33","019",
"252552","252552","171941","43895","12952","7417","30610","95024","63040","51923","6487","2101","888","395","252","1833","776","398","589","Atlantic County","34","001",
