"P001001","P006001","P006002","P006003","P006005","P006008","P007010","H011001","H011002","H011003","H011004","H011006","H011009","P148B009","P148D017","PCT038016","PCT038017","PCT038018","PCT038019","NAME","state","county",
"43671","43671","34960","7481","265","525","394","16003","12935","10761","1927","27","134","32","0","240","53","53","44","Autauga County","01","001",
"140415","140415","122349","14233","535","1712","2341","55336","44036","39807","3367","81","418","60","38","709","316","386","433","Baldwin County","01","003",
"29038","29038","14909","13487","30","219","509","10409","7615","4720","2837","0","30","9","0","79","23","43","30","Barbour County","01","005",
"20826","20826","15928","4632","12","119","181","7421","5951","4958","941","8","29","2","0","50","6","8","6","Bibb County","01","007",
"51024","51024","48098","563","114","552","2629","19265","16084","15625","131","38","128","0","7","177","59","41","15","Blount County","01","009",
"11714","11714","3090","8444","10","80","359","3986","2967","884","2045","7","15","32","0","10","8","0","0","Bullock County","01","011",
"21399","21399","12467","8814","54","47","118","8398","6398","4311","2064","11","12","7","0","32","32","18","45","Butler County","01","013",
"112249","112249","88908","20458","671","1138","1912","45307","32845","28251","4039","115","267","175","43","412","96","137","177","Calhoun County","01","015",
"36583","36583","22263","14019","10","147","274","14522","10992","7653","3265","0","42","10","0","68","7","48","31","Chambers County","01","017",
"23988","23988","22357","1286","34","140","232","9719","7942","7507","374","5","15","0","2","55","19","2","21","Cherokee County","01","019",
"39593","39593","34200","4270","58","435","1016","15287","12571","11372","1045","0","71","10","0","159","40","9","17","Chilton County","01","021",
"15922","15922","8797","6941","15","89","144","6363","5494","3219","2233","2","24","16","0","31","13","8","21","Choctaw County","01","023",
"27867","27867","15644","11987","88","54","173","10578","8584","5233","3288","21","15","19","0","141","17","25","29","Clarke County","01","025",
"14254","14254","11647","2369","4","130","207","5765","4451","3860","549","0","36","11","0","31","7","6","5","Clay County","01","027",
"14123","14123","13291","513","0","181","160","5590","4496","4309","134","0","37","4","0","23","18","11","9","Cleburne County","01","029",
"43615","43615","33763","8113","378","773","1131","17421","12436","10547","1605","35","131","64","2","134","74","50","76","Coffee County","01","031",
"54984","54984","44888","9254","124","384","539","22461","17006","14665","2154","26","117","54","10","274","38","57","79","Colbert County","01","033",
"14089","14089","7794","6177","18","54","66","5792","4695","2870","1795","17","0","39","0","31","9","0","0","Conecuh County","01","035",
"12202","12202","7787","4311","0","52","44","4682","3971","2738","1196","0","19","17","0","8","0","10","15","Coosa County","01","037",
"37631","37631","32409","4553","52","257","382","15640","12155","10961","1073","4","75","17","0","121","25","25","73","Covington County","01","039",
"13665","13665","10076","3466","0","51","107","5577","4274","3355","906","0","13","18","0","20","6","17","15","Crenshaw County","01","041",
"77483","77483","74553","820","238","1034","1576","30706","23971","23413","182","29","221","0","15","247","78","106","80","Cullman County","01","043",
"49129","49129","36435","10150","500","1137","1594","18878","12127","10132","1683","73","158","59","2","110","20","10","46","Dale County","01","045",
"46365","46365","16451","29411","117","224","231","17841","11720","5747","5868","21","66","214","6","102","29","22","81","Dallas County","01","047",
"64452","64452","59769","1050","106","1169","3449","25113","19771","19024","194","27","248","2","0","139","40","26","88","DeKalb County","01","049",
"65874","65874","50766","13671","224","686","745","22737","18507","15826","2403","49","117","53","0","260","203","98","102","Elmore County","01","051",
"38440","38440","24828","11683","110","711","405","14297","11018","8069","2425","19","141","111","0","118","26","58","8","Escambia County","01","053",
"103459","103459","85640","14672","361","1462","1651","41615","30957","27607","2937","61","197","90","20","414","134","102","128","Etowah County","01","055",
"18495","18495","16023","2225","72","93","96","7493","5786","5166","585","0","25","6","0","31","13","0","0","Fayette County","01","057",
"31223","31223","28094","1301","65","290","2238","12259","9110","8687","284","7","52","5","0","96","32","13","13","Franklin County","01","059",
"25764","25764","22308","2978","30","169","319","10477","8446","7571","779","20","39","0","12","52","24","9","13","Geneva County","01","061",
"9974","9974","1875","8063","5","28","56","3931","2972","748","2213","3","8","58","0","11","13","3","0","Greene County","01","063",
"17185","17185","6815","10160","11","78","127","6415","5146","2345","2746","0","15","47","0","39","3","4","9","Hale County","01","065",
"16310","16310","10840","5190","0","130","312","6525","5279","3814","1416","0","24","22","0","54","20","36","0","Henry County","01","067",
"88787","88787","65175","21567","500","766","982","35834","24893","20493","3930","98","188","158","47","397","218","117","225","Houston County","01","069",
"53926","53926","49638","2122","99","1193","619","21615","16845","15797","543","32","303","2","4","158","30","33","55","Jackson County","01","071",
"662047","662047","385011","259123","5793","6100","10486","263265","174982","121279","51377","745","978","2046","684","4072","1955","2051","2535","Jefferson County","01","073",
"15904","15904","13830","1839","38","91","131","6468","4972","4417","510","6","11","4","0","22","11","0","4","Lamar County","01","075",
"87966","87966","77487","8775","302","792","819","36088","26432","24450","1670","39","198","118","6","423","139","105","141","Lauderdale County","01","077",
"34803","34803","27037","4603","58","1192","230","13538","11246","9074","1361","13","381","32","6","143","43","14","39","Lawrence County","01","079",
"115092","115092","85192","25753","1834","1265","1944","45702","28376","22327","5486","270","166","374","136","644","288","193","154","Lee County","01","081",
"65676","65676","54838","8841","308","716","1452","24688","19083","16989","1796","54","150","111","24","400","143","75","74","Limestone County","01","083",
"13473","13473","3503","9896","0","44","109","4909","4096","1324","2751","0","11","13","0","7","10","6","18","Lowndes County","01","085",
"24105","24105","3328","20410","150","172","164","8950","6022","1181","4795","13","15","314","23","44","4","2","5","Macon County","01","087",
"276700","276700","199317","62240","4706","5914","5486","109955","76816","63175","11177","741","1043","1296","246","2536","1347","936","793","Madison County","01","089",
"22539","22539","10623","11603","10","164","203","8767","6944","3706","3178","9","28","26","0","96","29","11","35","Marengo County","01","091",
"31214","31214","29677","1076","125","140","350","12697","9885","9646","160","19","30","0","0","71","26","11","25","Marion County","01","093",
"82231","82231","77330","974","240","916","4181","32547","24323","23740","160","22","155","0","0","323","175","47","118","Marshall County","01","095",
"399843","399843","251985","133662","5256","4802","4414","150179","103402","76268","24721","746","809","808","208","1514","689","535","713","Mobile County","01","097",
"24324","24324","13990","9775","51","232","107","9383","7548","4788","2613","11","50","41","0","108","15","25","44","Monroe County","01","099",
"223510","223510","109367","108713","1779","2201","2477","86068","55126","34802","19378","343","428","1377","84","1315","659","487","450","Montgomery County","01","101",
"111064","111064","94286","12347","571","1777","3621","43602","31881","29203","2011","75","338","74","5","660","242","191","213","Morgan County","01","103",
"11861","11861","3654","8048","9","115","149","4333","3197","1226","1950","0","9","33","0","27","6","9","0","Perry County","01","105",
"20949","20949","11780","8992","23","84","82","8086","6404","4026","2342","2","12","42","0","76","6","18","30","Pickens County","01","107",
"29605","29605","18014","10841","191","361","303","11933","8019","5640","2250","15","68","66","0","81","25","41","27","Pike County","01","109",
"22380","22380","17148","4773","45","276","403","8642","6838","5623","1110","11","72","18","2","45","8","19","20","Randolph County","01","111",
"49756","49756","27990","20095","282","689","736","19741","12328","8083","3973","52","132","118","0","66","46","20","12","Russell County","01","113",
"64742","64742","58226","5495","100","591","424","24143","20206","18771","1185","25","105","10","14","275","94","70","87","St. Clair County","01","115",
"143293","143293","128535","10758","1006","1020","2882","54631","44220","40990","2470","230","217","198","113","2104","852","998","908","Shelby County","01","117",
"14798","14798","3825","10852","20","48","174","5708","4129","1260","2848","4","9","51","0","8","11","16","0","Sumter County","01","119",
"80321","80321","53739","25470","264","451","597","30674","23423","17427","5786","24","63","120","16","261","48","67","49","Talladega County","01","121",
"41475","41475","30492","10582","54","189","162","16656","12715","10183","2455","16","49","25","0","124","35","38","49","Tallapoosa County","01","123",
"164875","164875","112226","47935","1533","1602","2062","64517","40958","32243","8200","167","174","277","148","821","488","323","299","Tuscaloosa County","01","125",
"70713","70713","64958","4532","141","616","668","28364","22693","21340","1057","31","174","45","14","172","60","88","38","Walker County","01","127",
"18097","18097","11723","4996","43","153","88","6705","5912","4066","1443","5","24","39","0","46","6","19","7","Washington County","01","129",
"13183","13183","3615","9523","10","10","27","4776","3977","1361","2605","2","0","36","0","32","17","0","13","Wilcox County","01","131",
"24843","24843","24110","88","56","206","378","10107","8087","7935","18","26","48","0","0","85","35","4","12","Winston County","01","133",
"2697","2697","627","34","711","84","334","526","307","44","0","4","4","0","0","13","1","5","9","Aleutians East Borough","02","013",
"5465","5465","2183","122","1383","190","582","1270","353","112","0","10","8","1","1","61","15","12","9","Aleutians West Census Area","02","016",
"260283","260283","187779","15201","14266","16465","14738","94822","56933","48049","1959","1936","1696","225","317","2961","1721","1075","934","Anchorage Municipality","02","020",
"16006","16006","1983","127","178","638","172","4226","2574","439","8","19","35","0","14","155","44","25","10","Bethel Census Area","02","050",
"1258","1258","665","13","7","18","12","490","250","129","0","0","4","0","0","8","4","7","0","Bristol Bay Borough","02","060",
"1893","1893","1627","24","32","91","56","785","508","454","3","2","12","2","0","21","5","4","2","Denali Borough","02","068",
"4922","4922","1068","6","33","365","107","1529","927","206","0","0","46","0","4","64","20","15","0","Dillingham Census Area","02","070",
"82840","82840","64613","4940","2001","4311","3486","29777","16070","14383","337","176","415","60","33","826","446","191","117","Fairbanks North Star Borough","02","090",
"2392","2392","1968","5","18","80","31","991","691","600","0","2","10","0","0","18","4","7","12","Haines Borough","02","100",
"30711","30711","22963","235","1396","2099","972","11543","7363","6304","44","268","246","7","48","349","141","153","103","Juneau City and Borough","02","110",
"49691","49691","42815","201","441","1881","1051","18438","13581","12345","22","73","390","6","2","504","257","119","79","Kenai Peninsula Borough","02","122",
"14070","14070","10394","60","764","884","312","5399","3278","2760","5","99","111","0","13","153","65","38","3","Ketchikan Gateway Borough","02","130",
"13913","13913","8229","89","2371","770","849","4424","2425","1615","7","212","81","0","14","175","86","61","35","Kodiak Island Borough","02","150",
"1823","1823","347","0","8","128","20","588","397","71","0","3","23","0","0","21","4","2","5","Lake and Peninsula Borough","02","164",
"59322","59322","51963","569","385","2884","1476","20556","16206","15074","112","43","494","7","3","565","299","162","174","Matanuska-Susitna Borough","02","170",
"9196","9196","1764","34","53","479","122","2693","1568","326","0","11","32","0","5","73","31","11","1","Nome Census Area","02","180",
"7385","7385","1280","58","444","458","169","2109","1029","107","7","22","32","7","2","101","56","37","14","North Slope Borough","02","185",
"7208","7208","881","22","61","297","70","1780","1002","119","2","6","27","0","2","60","45","13","0","Northwest Arctic Borough","02","188",
"6146","6146","3213","16","17","417","115","2262","1585","920","3","2","62","0","2","28","19","11","0","Prince of Wales-Outer Ketchikan Census Area","02","201",
"8835","8835","6007","31","366","537","289","3278","1905","1470","0","46","83","0","0","84","75","34","23","Sitka City and Borough","02","220",
"3436","3436","2010","8","9","177","136","1369","871","569","0","4","31","0","0","14","10","4","0","Skagway-Hoonah-Angoon Census Area","02","232",
"6174","6174","4901","125","36","283","179","2098","1450","1222","9","3","43","0","0","37","3","11","10","Southeast Fairbanks Census Area","02","240",
"10195","10195","7698","30","370","609","283","3884","2635","2163","5","52","86","3","8","120","65","58","21","Valdez-Cordova Census Area","02","261",
"7028","7028","358","7","3","205","29","1602","1064","22","0","0","17","3","0","6","6","3","0","Wade Hampton Census Area","02","270",
"6684","6684","4878","4","122","564","106","2587","1821","1449","0","22","72","0","0","86","28","19","19","Wrangell-Petersburg Census Area","02","280",
"808","808","400","2","11","62","6","265","158","67","0","4","8","0","0","2","0","1","0","Yakutat City and Borough","02","282",
"6551","6551","1611","5","10","264","63","2309","1552","419","2","0","36","0","4","20","10","3","4","Yukon-Koyukuk Census Area","02","290",
"69423","69423","13393","144","140","1158","2912","19971","14844","3669","16","6","109","2","11","109","50","26","23","Apache County","04","001",
"117755","117755","90132","5057","1960","4441","36193","43893","29546","25406","663","301","620","105","2","378","78","115","65","Cochise County","04","003",
"116320","116320","73702","1368","894","2691","12692","40448","24828","18091","200","74","217","29","54","517","280","144","134","Coconino County","04","005",
"51335","51335","39951","117","193","1246","8450","20140","15860","13639","16","24","304","0","22","113","35","54","38","Gila County","04","007",
"33489","33489","22433","752","184","858","8990","10116","7402","5843","40","6","123","11","7","58","27","23","10","Graham County","04","009",
"8547","8547","6311","49","4","308","3702","3117","1591","1272","6","0","40","0","0","18","9","8","0","Greenlee County","04","011",
"19715","19715","14691","142","74","485","4426","8362","6528","5571","30","15","98","3","2","44","17","7","12","La Paz County","04","012",
"3072149","3072149","2375391","111584","66294","94572","763333","1132886","764563","671791","17583","12811","11867","2284","3479","22793","11047","9357","10369","Maricopa County","04","013",
"155032","155032","139473","770","921","4111","16999","62809","46229","43623","130","205","604","6","15","407","107","108","141","Mohave County","04","015",
"97470","97470","44629","908","156","1807","7808","30043","22671","13110","164","26","250","9","14","278","68","87","51","Navajo County","04","017",
"843746","843746","632560","24460","16907","29339","247861","332350","213620","182052","3902","2610","3872","394","876","3813","1730","1728","1690","Pima County","04","019",
"179727","179727","126670","4889","993","6138","53782","61364","47522","40159","585","128","905","52","17","446","87","141","85","Pinal County","04","021",
"38381","38381","28990","122","311","951","31041","11809","8028","6475","26","43","177","0","0","122","36","62","64","Santa Cruz County","04","023",
"167517","167517","153932","449","847","3662","16300","70171","51519","49387","70","143","595","22","70","505","224","182","309","Yavapai County","04","025",
"160026","160026","109457","3505","1345","4730","80828","53848","38886","31194","372","204","597","34","44","368","121","178","167","Yuma County","04","027",
"20749","20749","15576","4915","55","103","75","8457","5733","4776","902","10","25","2","0","55","36","13","19","Arkansas County","05","001",
"24209","24209","16828","6431","71","299","781","9384","7150","5489","1511","10","34","21","0","54","15","2","43","Ashley County","05","003",
"38386","38386","37548","31","149","349","409","17052","13597","13394","0","65","98","0","8","115","13","38","64","Baxter County","05","005",
"153406","153406","139457","778","1495","2754","13214","58212","42028","40049","85","262","477","5","61","829","503","414","345","Benton County","05","007",
"33948","33948","33191","33","41","346","430","13851","10158","9987","0","8","84","0","0","45","41","50","35","Boone County","05","009",
"12600","12600","7958","3623","5","99","1026","4834","3505","2584","830","0","34","14","0","21","16","13","19","Bradley County","05","011",
"5744","5744","4247","1384","0","26","71","2317","1904","1513","369","0","9","3","0","2","7","6","11","Calhoun County","05","013",
"25357","25357","23664","16","34","424","2623","10189","7440","7235","0","4","37","0","0","66","5","26","33","Carroll County","05","015",
"14117","14117","6049","7649","95","70","395","5205","3624","1920","1626","30","16","32","3","14","5","9","29","Chicot County","05","017",
"23546","23546","17489","5280","102","189","523","8912","5850","4698","1080","0","47","9","0","53","19","20","19","Clark County","05","019",
"17609","17609","17322","19","27","137","92","7417","5556","5481","4","14","17","0","6","15","2","25","13","Clay County","05","021",
"24046","24046","23648","66","40","163","311","10190","8213","8101","5","5","68","0","4","64","37","10","32","Cleburne County","05","023",
"8571","8571","7269","1126","48","38","115","3273","2692","2394","267","6","9","2","0","39","12","4","3","Cleveland County","05","025",
"25603","25603","15850","9353","29","194","231","9981","7114","5065","1994","7","24","23","0","85","33","30","12","Columbia County","05","027",
"20336","20336","17088","2670","44","294","413","7967","6216","5404","735","23","30","11","7","54","13","12","6","Conway County","05","029",
"82148","82148","73387","6403","517","920","1520","32301","20649","19799","580","43","115","30","8","314","150","112","184","Craighead County","05","031",
"53247","53247","49017","404","631","1469","1650","19702","14949","14099","89","163","268","0","1","202","37","47","18","Crawford County","05","033",
"50866","50866","25848","23692","233","354","825","18471","11138","7212","3715","34","80","80","6","159","9","56","36","Crittenden County","05","035",
"19526","19526","14656","4567","50","64","290","7391","5224","4264","904","7","21","0","0","53","28","0","38","Cross County","05","037",
"9210","9210","5251","3826","0","19","163","3519","2601","1681","903","0","9","0","0","19","0","0","14","Dallas County","05","039",
"15341","15341","7673","7085","121","121","350","5922","3760","2357","1314","16","42","11","13","30","10","16","3","Desha County","05","041",
"18723","18723","13222","5007","46","212","413","7337","5054","3866","1102","14","26","32","0","49","24","39","17","Drew County","05","043",
"86014","86014","75908","7262","526","1224","1597","31882","21865","20447","953","49","251","61","17","533","149","147","148","Faulkner County","05","045",
"17771","17771","16869","161","95","408","283","6882","5371","5200","0","16","104","0","0","64","8","3","11","Franklin County","05","047",
"11642","11642","11401","8","18","150","53","4810","3902","3837","0","0","58","0","2","4","7","12","0","Fulton County","05","049",
"88068","88068","78180","6975","296","1476","2082","37813","26908","25246","1112","40","322","68","7","383","87","100","181","Garland County","05","051",
"16464","16464","15767","382","25","125","140","6241","5005","4831","92","5","31","0","0","43","36","5","26","Grant County","05","053",
"37331","37331","36218","115","28","610","337","14750","10517","10259","14","21","169","0","0","57","47","35","43","Greene County","05","055",
"23587","23587","14788","7036","98","440","1968","8959","6210","4534","1495","12","62","56","10","65","30","3","17","Hempstead County","05","057",
"30353","30353","26551","2926","41","420","506","12004","9359","8533","689","7","89","16","0","54","7","12","10","Hot Spring County","05","059",
"14300","14300","10513","3149","53","259","652","5471","3940","3182","679","13","41","7","2","38","23","25","25","Howard County","05","061",
"34233","34233","32436","752","235","479","371","13467","10018","9703","142","17","94","3","7","30","47","47","33","Independence County","05","063",
"13249","13249","12734","186","18","182","108","5440","4360","4305","0","6","37","0","4","16","3","5","5","Izard County","05","065",
"18418","18418","14869","3281","39","125","160","6971","4851","4375","418","12","29","7","0","31","3","27","39","Jackson County","05","067",
"84278","84278","40837","41667","443","737","878","30555","20209","12691","7252","48","111","357","24","298","120","49","110","Jefferson County","05","069",
"22781","22781","21351","293","37","524","1446","8738","6378","6194","36","9","96","0","0","50","31","9","14","Johnson County","05","071",
"8559","8559","5315","3143","26","50","79","3434","2693","1864","796","6","20","5","1","7","6","4","12","Lafayette County","05","073",
"17774","17774","17326","95","46","140","78","7108","5059","4994","6","7","37","0","0","21","23","7","8","Lawrence County","05","075",
"12580","12580","5392","7004","3","35","455","4182","2661","1443","1175","8","8","44","0","11","15","10","0","Lee County","05","077",
"14492","14492","9524","4720","31","87","273","4265","3248","2517","691","0","30","4","0","33","10","0","5","Lincoln County","05","079",
"13628","13628","10080","2786","50","242","259","5465","4181","3368","652","20","30","2","0","54","9","0","10","Little River County","05","081",
"22486","22486","21540","292","57","349","189","8693","6711","6502","59","13","86","0","13","18","12","24","16","Logan County","05","083",
"52828","52828","48110","3483","217","692","791","19262","14625","13688","723","35","124","19","0","386","84","55","35","Lonoke County","05","085",
"14243","14243","13536","23","17","198","400","5463","4314","4212","8","8","52","0","0","29","5","4","16","Madison County","05","087",
"16140","16140","15692","5","60","180","87","6776","5423","5299","0","12","59","0","0","23","11","24","16","Marion County","05","089",
"40443","40443","30051","9081","177","734","611","15637","10624","8885","1558","32","87","42","9","174","65","27","35","Miller County","05","091",
"51979","51979","33592","17085","81","493","1096","19349","11389","8970","2258","14","98","39","9","152","57","28","23","Mississippi County","05","093",
"10254","10254","6067","4061","2","89","102","4105","2665","1853","790","0","12","19","0","11","0","0","9","Monroe County","05","095",
"9245","9245","8908","0","15","100","267","3785","3134","3063","0","5","29","0","0","8","36","6","8","Montgomery County","05","097",
"9955","9955","6697","3069","0","75","163","3893","2912","2113","778","0","6","10","0","19","14","10","0","Nevada County","05","099",
"8608","8608","8313","19","11","160","91","3500","2852","2748","10","0","68","0","0","15","5","4","3","Newton County","05","101",
"28790","28790","17207","11098","71","202","286","11613","8291","5700","2499","10","29","42","0","99","23","18","11","Ouachita County","05","103",
"10209","10209","9724","149","34","154","158","3989","3276","3142","44","7","48","0","0","29","10","6","20","Perry County","05","105",
"26445","26445","10364","15550","184","221","336","9711","5465","3176","2222","28","24","51","26","61","6","37","8","Phillips County","05","107",
"11303","11303","10483","435","38","77","357","4504","3542","3383","88","2","27","4","0","35","6","9","12","Pike County","05","109",
"25614","25614","23242","1794","23","259","380","10026","6702","6373","216","8","54","0","0","39","2","28","13","Poinsett County","05","111",
"20229","20229","19160","14","48","445","679","8047","6308","6107","0","9","110","0","0","25","20","12","49","Polk County","05","113",
"54469","54469","51017","1275","292","855","1131","20701","14739","14153","189","42","203","9","0","292","83","45","50","Pope County","05","115",
"9539","9539","8119","1217","14","167","190","3894","2833","2552","264","0","13","0","0","14","5","9","11","Prairie County","05","117",
"361474","361474","231365","115016","4335","5180","8936","147942","90068","69540","18549","594","754","1143","295","2253","960","821","1200","Pulaski County","05","119",
"18195","18195","17571","102","11","258","118","7265","5415","5300","8","3","61","0","0","23","21","10","16","Randolph County","05","121",
"29329","29329","14153","14436","116","417","1443","10043","6349","3945","2308","28","48","65","0","54","20","24","2","St. Francis County","05","123",
"83529","83529","79168","1920","454","1021","939","31778","25645","24829","288","72","269","15","12","416","133","95","90","Saline County","05","125",
"10996","10996","10303","20","46","144","589","4323","3208","3093","5","8","29","0","0","25","0","13","6","Scott County","05","127",
"8261","8261","8060","3","30","114","49","3523","2737","2677","2","9","39","0","0","11","0","6","0","Searcy County","05","129",
"115071","115071","94524","7095","3581","3248","7455","45300","28788","25863","957","764","446","9","33","472","195","182","273","Sebastian County","05","131",
"15757","15757","12684","817","10","263","3039","5708","4234","3698","219","0","82","0","0","49","2","0","17","Sevier County","05","133",
"17119","17119","16616","56","28","311","145","7211","5777","5632","17","0","92","0","0","24","7","8","8","Sharp County","05","135",
"11499","11499","11234","11","6","152","123","4768","3712","3617","2","0","62","0","0","61","0","8","14","Stone County","05","137",
"45629","45629","30124","14557","179","407","515","17989","13105","9896","3070","15","80","27","7","148","62","75","65","Union County","05","139",
"16192","16192","15621","25","44","333","215","6825","5537","5411","5","5","74","0","0","33","7","6","23","Van Buren County","05","141",
"157715","157715","138762","3364","2607","3193","13109","60151","35748","33926","230","263","491","118","176","699","351","219","335","Washington County","05","143",
"67165","67165","62720","2648","198","772","1168","25148","18346","17660","389","31","157","33","0","186","61","45","67","White County","05","145",
"8741","8741","5944","2681","4","77","53","3531","2317","1781","517","0","15","8","0","0","11","0","3","Woodruff County","05","147",
"21139","21139","18198","181","150","385","2721","7922","5777","5442","69","38","45","0","0","63","19","0","43","Yell County","05","149",
"1443741","1443741","702440","212442","293807","87220","273887","523366","286306","179869","29920","51912","9690","3712","13039","16487","9421","9831","8534","Alameda County","06","001",
"1208","1208","902","0","2","61","76","483","328","262","0","0","3","0","0","5","0","0","2","Alpine County","06","003",
"35100","35100","30193","1185","321","1052","3104","12759","9620","9224","17","64","136","5","21","168","31","82","58","Amador County","06","005",
"203171","203171","171197","2535","6553","8587","21377","79566","48333","44702","296","588","1016","35","102","892","323","288","362","Butte County","06","007",
"40554","40554","37027","161","282","1389","2732","16469","12964","12205","62","79","283","10","9","303","101","32","85","Calaveras County","06","009",
"18804","18804","12051","86","272","848","8831","6097","3857","2990","11","52","114","0","6","43","32","14","27","Colusa County","06","011",
"948816","948816","619576","87444","103198","52185","168059","344129","238413","182312","15159","22879","6737","1234","4457","13206","7138","7722","9428","Contra Costa County","06","013",
"27507","27507","21686","1176","610","1359","3708","9170","5851","5203","0","39","188","13","0","177","30","11","16","Del Norte County","06","015",
"156299","156299","140309","991","3055","4728","14418","58939","44033","41551","226","577","753","75","88","1679","912","580","798","El Dorado County","06","017",
"799407","799407","432756","41110","63895","40431","352205","252940","142856","103808","4807","7000","4710","509","842","3765","1676","1346","1430","Fresno County","06","019",
"26453","26453","18788","193","886","1082","7785","9172","5868","4870","2","66","169","0","18","111","19","6","32","Glenn County","06","021",
"126518","126518","107307","979","1859","6167","7750","51238","29524","26831","65","213","883","10","70","337","171","170","186","Humboldt County","06","023",
"142361","142361","70028","5136","2819","5156","103086","39384","22971","14342","424","497","772","59","55","772","320","171","106","Imperial County","06","025",
"17945","17945","14304","17","224","877","2247","7703","5075","4350","0","38","144","0","0","157","54","29","24","Inyo County","06","027",
"661645","661645","406392","38804","21562","29500","254059","208652","129661","98662","4188","3709","3967","238","549","3724","1263","823","978","Kern County","06","029",
"129461","129461","69317","10517","3771","6706","56487","34418","19250","13890","629","631","499","70","15","525","200","155","135","Kings County","06","031",
"58309","58309","50314","1206","529","2076","6474","23974","16908","15417","344","131","409","16","49","162","62","67","36","Lake County","06","033",
"33828","33828","27266","2952","132","1158","4557","9625","6552","5986","21","16","216","0","0","128","30","31","6","Lassen County","06","035",
"9519338","9519338","4622759","916907","1134263","486792","4243487","3133774","1499694","952077","125640","184327","51477","14188","39855","60559","31038","29230","38425","Los Angeles County","06","037",
"123109","123109","76940","4813","1544","6444","54483","36155","23949","18736","603","294","916","59","45","445","266","162","136","Madera County","06","039",
"247289","247289","207712","7168","10961","9056","27441","100650","64018","59776","490","2236","977","158","939","2720","1999","2449","4783","Marin County","06","041",
"17130","17130","15140","103","109","734","1282","6613","4623","4341","15","6","103","7","0","81","33","26","0","Mariposa County","06","043",
"86265","86265","69650","594","826","3837","14001","33266","20389","18401","38","137","627","15","40","418","127","134","112","Mendocino County","06","045",
"210554","210554","117566","7838","14464","12982","95610","63815","37475","26947","1198","1338","1775","76","102","824","304","315","343","Merced County","06","047",
"9449","9449","8011","46","33","334","989","3784","2675","2446","0","6","52","0","0","22","5","0","7","Modoc County","06","049",
"12853","12853","10784","36","153","358","2248","5137","3086","2929","9","25","22","14","6","32","8","42","27","Mono County","06","051",
"401762","401762","224528","14998","24221","19298","188388","121236","66266","48051","1658","4550","2234","236","843","2662","1177","759","1105","Monterey County","06","053",
"124279","124279","98981","1625","3936","4718","29348","45402","29564","26572","214","840","620","32","113","1167","583","514","598","Napa County","06","055",
"92033","92033","85473","197","593","3127","5177","36894","27950","26848","48","206","471","20","21","648","253","274","323","Nevada County","06","057",
"2846289","2846289","1842895","44256","386344","121239","876451","935287","574193","456184","5782","64110","13194","1205","12100","31632","17203","17016","17404","Orange County","06","059",
"248399","248399","220509","1940","7256","8553","23796","93382","68368","63107","469","1650","1515","74","370","3541","1723","1665","1551","Placer County","06","061",
"20824","20824","19114","148","101","674","1095","9000","6305","6039","20","26","111","3","0","78","63","22","18","Plumas County","06","063",
"1545387","1545387","1011508","95638","54648","72517","559328","506218","348479","272746","15870","9931","9546","1269","1454","12004","4807","3148","2644","Riverside County","06","065",
"1223499","1223499","782129","119526","134881","76799","195613","453602","263811","201475","16547","22893","8957","1662","3120","9234","4187","3236","2696","Sacramento County","06","067",
"53234","53234","34640","580","1033","2849","25580","15885","10824","8339","108","272","496","11","29","613","350","214","117","San Benito County","06","069",
"1709434","1709434","1003797","151879","79103","93662","669902","528594","341014","243381","21238","14773","11985","1669","2386","12505","5304","3770","2639","San Bernardino County","06","071",
"2813833","2813833","1867337","158371","248653","139772","750991","994677","551489","448296","17327","37784","13338","2372","7606","22953","11510","10012","10806","San Diego County","06","073",
"776733","776733","385325","59060","239938","35315","109565","329700","115315","65534","7081","36540","2785","1482","7623","4397","2838","2693","4248","San Francisco County","06","075",
"563598","563598","326314","36829","65065","34867","172027","181629","109671","79906","5005","9401","4128","305","966","4112","1667","1286","929","San Joaquin County","06","077",
"246681","246681","208670","4556","6850","9304","40114","92739","56992","52660","218","972","1323","53","128","1530","738","560","640","San Luis Obispo County","06","079",
"707161","707161","419423","24395","142162","38024","154392","254103","156264","113332","3894","27678","4694","603","7045","8538","5605","5587","9155","San Mateo County","06","081",
"399347","399347","290247","9057","15630","17745","136737","136622","76579","66193","904","2325","1743","261","646","2710","1505","1201","1612","Santa Barbara County","06","083",
"1682585","1682585","902150","45076","430201","83765","404012","565863","338636","229814","6106","72933","9878","1649","23535","22707","15440","18061","18621","Santa Clara County","06","085",
"255602","255602","191983","2751","8390","10467","68572","91139","54665","48297","262","1548","1346","78","355","2742","1257","1271","1277","Santa Cruz County","06","087",
"163256","163256","145383","655","3219","6874","8827","63426","41949","39462","96","284","961","21","35","802","287","167","299","Shasta County","06","089",
"3555","3555","3363","9","11","66","216","1520","1077","1022","0","7","17","0","0","9","4","4","0","Sierra County","06","091",
"44301","44301","38551","558","598","1638","3203","18556","12475","11641","118","30","288","9","15","140","53","44","62","Siskiyou County","06","093",
"394542","394542","222096","57017","49899","27588","69606","130403","84997","57282","9501","9807","3208","511","1016","4335","2075","1339","898","Solano County","06","095",
"458614","458614","373593","6486","14070","19236","79624","172403","110511","100870","823","2587","2363","113","487","5057","2288","1885","1849","Sonoma County","06","097",
